Source IP,Source Port,Source Domain,Destination IP,Destination Port,Destination Domain,Protocol
192.168.100.58,59648,192.168.100.58,140.82.113.21,443,lb-140-82-113-21-iad.github.com,TCP
192.168.100.1,53,192.168.100.1,192.168.100.58,61704,192.168.100.58,UDP
17.253.60.71,443,sgsin3-edge-get-004.a.aaplimg.com,192.168.100.58,64167,192.168.100.58,UDP
192.168.100.58,7094,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.58,22030,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.58,61704,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.58,59550,192.168.100.58,104.22.14.220,443,104.22.14.220,TCP
192.168.100.1,53,192.168.100.1,192.168.100.58,63515,192.168.100.58,UDP
192.168.100.58,59566,192.168.100.58,108.139.79.107,443,server-108-139-79-107.dxb53.r.cloudfront.net,TCP
192.168.100.58,63515,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
172.67.73.126,443,172.67.73.126,192.168.100.58,59549,192.168.100.58,TCP
192.168.100.58,59549,192.168.100.58,172.67.73.126,443,172.67.73.126,TCP
192.168.100.58,63728,192.168.100.58,104.17.24.14,443,104.17.24.14,UDP
192.168.100.58,59586,192.168.100.58,13.67.9.5,443,13.67.9.5,TCP
192.168.100.58,2194,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
172.217.19.195,443,ams16s31-in-f3.1e100.net,192.168.100.58,59546,192.168.100.58,TCP
35.190.80.1,443,1.80.190.35.bc.googleusercontent.com,192.168.100.58,60348,192.168.100.58,UDP
192.168.100.1,53,192.168.100.1,192.168.100.58,62718,192.168.100.58,UDP
192.168.100.58,60348,192.168.100.58,35.190.80.1,443,1.80.190.35.bc.googleusercontent.com,UDP
20.189.173.17,443,20.189.173.17,192.168.100.58,59545,192.168.100.58,TCP
192.168.100.1,53,192.168.100.1,192.168.100.58,29458,192.168.100.58,UDP
192.168.100.58,59545,192.168.100.58,20.189.173.17,443,20.189.173.17,TCP
192.168.100.58,49816,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.1,53,192.168.100.1,192.168.100.58,63143,192.168.100.58,UDP
192.168.100.58,53423,192.168.100.58,182.176.154.42,443,182.176.154.42,TCP
192.168.100.58,63143,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
35.186.224.24,443,24.224.186.35.bc.googleusercontent.com,192.168.100.58,59581,192.168.100.58,TCP
192.168.100.1,53,192.168.100.1,192.168.100.58,59098,192.168.100.58,UDP
192.168.100.58,59098,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
151.101.64.223,443,151.101.64.223,192.168.100.58,59543,192.168.100.58,TCP
192.168.100.58,59541,192.168.100.58,3.233.158.25,443,ec2-3-233-158-25.compute-1.amazonaws.com,TCP
192.168.100.1,53,192.168.100.1,192.168.100.58,63413,192.168.100.58,UDP
45.54.49.1,443,1.49.54.45.ptr.anycast.net,192.168.100.58,59539,192.168.100.58,TCP
192.168.100.58,59540,192.168.100.58,45.54.49.1,443,1.49.54.45.ptr.anycast.net,TCP
172.64.155.209,443,172.64.155.209,192.168.100.58,59538,192.168.100.58,TCP
152.199.22.144,443,152.199.22.144,192.168.100.58,59537,192.168.100.58,TCP
45.54.49.1,443,1.49.54.45.ptr.anycast.net,192.168.100.58,59535,192.168.100.58,TCP
192.168.100.58,59536,192.168.100.58,45.54.49.1,443,1.49.54.45.ptr.anycast.net,TCP
192.168.100.1,53,192.168.100.1,192.168.100.58,47648,192.168.100.58,UDP
192.168.100.58,14804,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.58,62255,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.58,29160,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.58,3616,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
13.67.9.5,443,13.67.9.5,192.168.100.58,59532,192.168.100.58,TCP
192.168.100.58,50832,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
104.16.103.112,443,104.16.103.112,192.168.100.58,59531,192.168.100.58,TCP
3.233.158.25,443,ec2-3-233-158-25.compute-1.amazonaws.com,192.168.100.58,59529,192.168.100.58,TCP
192.168.100.58,59529,192.168.100.58,3.233.158.25,443,ec2-3-233-158-25.compute-1.amazonaws.com,TCP
192.168.100.58,59528,192.168.100.58,3.233.158.25,443,ec2-3-233-158-25.compute-1.amazonaws.com,TCP
172.64.155.209,443,172.64.155.209,192.168.100.58,59527,192.168.100.58,TCP
192.168.100.58,59527,192.168.100.58,172.64.155.209,443,172.64.155.209,TCP
192.168.100.58,59604,192.168.100.58,140.82.112.21,443,lb-140-82-112-21-iad.github.com,TCP
3.233.158.25,443,ec2-3-233-158-25.compute-1.amazonaws.com,192.168.100.58,59526,192.168.100.58,TCP
172.217.17.42,443,ams16s29-in-f42.1e100.net,192.168.100.58,59525,192.168.100.58,TCP
192.168.100.58,59523,192.168.100.58,3.233.158.25,443,ec2-3-233-158-25.compute-1.amazonaws.com,TCP
104.18.41.41,443,104.18.41.41,192.168.100.58,59534,192.168.100.58,TCP
192.168.100.58,59522,192.168.100.58,172.64.155.209,443,172.64.155.209,TCP
192.168.100.58,52917,192.168.100.58,172.217.17.46,443,ams16s29-in-f46.1e100.net,UDP
192.168.100.58,59521,192.168.100.58,172.64.155.209,443,172.64.155.209,TCP
192.168.100.58,59520,192.168.100.58,172.217.17.42,443,ams16s29-in-f42.1e100.net,TCP
192.168.100.58,24926,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.1,53,192.168.100.1,192.168.100.58,54210,192.168.100.58,UDP
13.67.9.5,443,13.67.9.5,192.168.100.58,59519,192.168.100.58,TCP
192.168.100.58,59519,192.168.100.58,13.67.9.5,443,13.67.9.5,TCP
192.168.100.1,53,192.168.100.1,192.168.100.58,50594,192.168.100.58,UDP
192.168.100.58,59518,192.168.100.58,172.217.19.195,443,ams16s31-in-f3.1e100.net,TCP
192.168.100.1,53,192.168.100.1,192.168.100.58,51511,192.168.100.58,UDP
192.168.100.58,51511,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
172.217.17.42,443,ams16s29-in-f42.1e100.net,192.168.100.58,59583,192.168.100.58,TCP
3.233.158.25,443,ec2-3-233-158-25.compute-1.amazonaws.com,192.168.100.58,59516,192.168.100.58,TCP
142.250.181.142,443,fjr04s09-in-f14.1e100.net,192.168.100.58,59515,192.168.100.58,TCP
192.168.100.58,59516,192.168.100.58,3.233.158.25,443,ec2-3-233-158-25.compute-1.amazonaws.com,TCP
192.168.100.1,53,192.168.100.1,192.168.100.58,6600,192.168.100.58,UDP
185.199.110.133,443,cdn-185-199-110-133.github.com,192.168.100.58,59642,192.168.100.58,TCP
192.168.100.58,8579,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.58,58216,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.58,59514,192.168.100.58,104.16.103.112,443,104.16.103.112,TCP
192.168.100.1,53,192.168.100.1,192.168.100.58,45311,192.168.100.58,UDP
192.168.100.9,37353,192.168.100.9,239.255.255.250,1900,239.255.255.250,UDP
192.168.100.58,59513,192.168.100.58,172.217.17.42,443,ams16s29-in-f42.1e100.net,TCP
3.233.158.25,443,ec2-3-233-158-25.compute-1.amazonaws.com,192.168.100.58,59512,192.168.100.58,TCP
192.168.100.58,59512,192.168.100.58,3.233.158.25,443,ec2-3-233-158-25.compute-1.amazonaws.com,TCP
192.168.100.58,34294,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.58,57430,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
162.247.243.29,443,162.247.243.29,192.168.100.58,59511,192.168.100.58,TCP
192.168.100.1,53,192.168.100.1,192.168.100.58,7492,192.168.100.58,UDP
192.168.100.58,55092,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.58,7492,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.58,59511,192.168.100.58,162.247.243.29,443,162.247.243.29,TCP
172.64.155.209,443,172.64.155.209,192.168.100.58,59510,192.168.100.58,TCP
104.22.15.220,443,104.22.15.220,192.168.100.58,59629,192.168.100.58,TCP
192.168.100.58,59510,192.168.100.58,172.64.155.209,443,172.64.155.209,TCP
172.217.19.228,443,fjr02s13-in-f4.1e100.net,192.168.100.58,59509,192.168.100.58,TCP
192.168.100.58,59509,192.168.100.58,172.217.19.228,443,fjr02s13-in-f4.1e100.net,TCP
192.168.100.58,38205,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
172.64.155.209,443,172.64.155.209,192.168.100.58,59508,192.168.100.58,TCP
192.168.100.1,53,192.168.100.1,192.168.100.58,20996,192.168.100.58,UDP
192.168.100.58,59508,192.168.100.58,172.64.155.209,443,172.64.155.209,TCP
3.233.158.25,443,ec2-3-233-158-25.compute-1.amazonaws.com,192.168.100.58,59507,192.168.100.58,TCP
192.168.100.1,53,192.168.100.1,192.168.100.58,50235,192.168.100.58,UDP
192.168.100.58,59506,192.168.100.58,3.233.158.25,443,ec2-3-233-158-25.compute-1.amazonaws.com,TCP
35.186.224.24,443,24.224.186.35.bc.googleusercontent.com,192.168.100.58,59505,192.168.100.58,TCP
192.168.100.58,59622,192.168.100.58,20.207.73.82,443,20.207.73.82,TCP
192.168.100.58,59505,192.168.100.58,35.186.224.24,443,24.224.186.35.bc.googleusercontent.com,TCP
192.168.100.58,59619,192.168.100.58,172.217.17.42,443,ams16s29-in-f42.1e100.net,TCP
35.186.224.24,443,24.224.186.35.bc.googleusercontent.com,192.168.100.58,59074,192.168.100.58,UDP
192.168.100.58,59074,192.168.100.58,35.186.224.24,443,24.224.186.35.bc.googleusercontent.com,UDP
192.168.100.58,59504,192.168.100.58,172.64.155.209,443,172.64.155.209,TCP
192.168.100.58,29178,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
172.64.155.209,443,172.64.155.209,192.168.100.58,59503,192.168.100.58,TCP
192.168.100.58,59501,192.168.100.58,104.16.103.112,443,104.16.103.112,TCP
192.168.100.58,52908,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.1,53,192.168.100.1,192.168.100.58,49640,192.168.100.58,UDP
192.168.100.58,49640,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
3.160.77.100,443,server-3-160-77-100.dxb53.r.cloudfront.net,192.168.100.58,59499,192.168.100.58,TCP
192.168.100.58,59499,192.168.100.58,3.160.77.100,443,server-3-160-77-100.dxb53.r.cloudfront.net,TCP
192.168.100.58,32783,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.58,61990,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.58,11036,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
13.67.9.5,443,13.67.9.5,192.168.100.58,59658,192.168.100.58,TCP
192.168.100.58,59498,192.168.100.58,13.213.164.176,443,ec2-13-213-164-176.ap-southeast-1.compute.amazonaws.com,TCP
192.168.100.58,59497,192.168.100.58,20.42.73.24,443,20.42.73.24,TCP
192.168.100.58,58534,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.58,54059,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
17.248.213.70,443,17.248.213.70,192.168.100.58,53413,192.168.100.58,TCP
192.168.100.58,53414,192.168.100.58,17.248.213.64,443,17.248.213.64,TCP
192.168.100.58,53412,192.168.100.58,17.248.213.66,443,17.248.213.66,TCP
192.168.100.58,59496,192.168.100.58,13.67.9.5,443,13.67.9.5,TCP
34.192.77.90,443,ec2-34-192-77-90.compute-1.amazonaws.com,192.168.100.58,59645,192.168.100.58,TCP
192.168.100.1,53,192.168.100.1,192.168.100.58,55810,192.168.100.58,UDP
192.168.100.58,55810,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.58,57852,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.58,59495,192.168.100.58,151.101.140.223,443,151.101.140.223,TCP
192.168.100.58,65201,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
151.101.64.223,443,151.101.64.223,192.168.100.58,59494,192.168.100.58,TCP
13.107.5.93,443,13.107.5.93,192.168.100.58,59608,192.168.100.58,TCP
192.168.100.58,59494,192.168.100.58,151.101.64.223,443,151.101.64.223,TCP
192.168.100.58,59492,192.168.100.58,172.217.17.42,443,ams16s29-in-f42.1e100.net,TCP
192.168.100.58,14980,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
3.233.158.25,443,ec2-3-233-158-25.compute-1.amazonaws.com,192.168.100.58,59489,192.168.100.58,TCP
192.168.100.1,53,192.168.100.1,192.168.100.58,55157,192.168.100.58,UDP
192.168.100.58,55157,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
3.232.6.11,443,ec2-3-232-6-11.compute-1.amazonaws.com,192.168.100.58,59488,192.168.100.58,TCP
172.217.19.206,443,fjr04s13-in-f14.1e100.net,192.168.100.58,58540,192.168.100.58,UDP
192.168.100.58,58540,192.168.100.58,172.217.19.206,443,fjr04s13-in-f14.1e100.net,UDP
192.168.100.1,53,192.168.100.1,192.168.100.58,5924,192.168.100.58,UDP
192.168.100.58,5924,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.58,59488,192.168.100.58,3.232.6.11,443,ec2-3-232-6-11.compute-1.amazonaws.com,TCP
192.168.100.1,53,192.168.100.1,192.168.100.58,5110,192.168.100.58,UDP
192.168.100.58,22469,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.1,53,192.168.100.1,192.168.100.58,53974,192.168.100.58,UDP
142.250.181.14,443,fjr04s05-in-f14.1e100.net,192.168.100.58,58879,192.168.100.58,UDP
192.168.100.1,53,192.168.100.1,192.168.100.58,15325,192.168.100.58,UDP
192.168.100.58,33728,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
172.217.19.206,443,fjr04s13-in-f14.1e100.net,192.168.100.58,50991,192.168.100.58,UDP
151.101.140.223,443,151.101.140.223,192.168.100.58,59495,192.168.100.58,TCP
192.168.100.58,15325,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.58,58765,192.168.100.58,142.250.181.142,443,fjr04s09-in-f14.1e100.net,UDP
192.168.100.58,59487,192.168.100.58,44.205.118.162,443,ec2-44-205-118-162.compute-1.amazonaws.com,TCP
192.168.100.1,53,192.168.100.1,192.168.100.58,7353,192.168.100.58,UDP
192.168.100.58,60426,192.168.100.58,157.240.227.62,3478,edgeray-shv-01-mct1.facebook.com,UDP
192.168.100.58,61035,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.58,7353,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.58,59655,192.168.100.58,20.207.73.85,443,20.207.73.85,TCP
3.233.158.25,443,ec2-3-233-158-25.compute-1.amazonaws.com,192.168.100.58,59541,192.168.100.58,TCP
192.168.100.58,59486,192.168.100.58,162.247.243.29,443,162.247.243.29,TCP
192.168.100.58,59484,192.168.100.58,3.233.158.25,443,ec2-3-233-158-25.compute-1.amazonaws.com,TCP
192.168.100.58,56789,192.168.100.58,239.255.255.250,1900,239.255.255.250,UDP
104.16.103.112,443,104.16.103.112,192.168.100.58,59483,192.168.100.58,TCP
192.168.100.58,59483,192.168.100.58,104.16.103.112,443,104.16.103.112,TCP
192.168.100.58,59482,192.168.100.58,162.247.243.20,443,162.247.243.20,TCP
192.168.100.1,53,192.168.100.1,192.168.100.58,58359,192.168.100.58,UDP
192.168.100.58,53419,192.168.100.58,35.154.111.35,443,ec2-35-154-111-35.ap-south-1.compute.amazonaws.com,TCP
192.168.100.58,58359,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
13.67.9.5,443,13.67.9.5,192.168.100.58,59554,192.168.100.58,TCP
192.168.100.58,59481,192.168.100.58,172.217.19.227,443,par21s11-in-f3.1e100.net,TCP
35.186.224.26,443,26.224.186.35.bc.googleusercontent.com,192.168.100.58,59480,192.168.100.58,TCP
192.168.100.1,53,192.168.100.1,192.168.100.58,54059,192.168.100.58,UDP
35.186.224.26,443,26.224.186.35.bc.googleusercontent.com,192.168.100.58,61800,192.168.100.58,UDP
192.168.100.58,61800,192.168.100.58,35.186.224.26,443,26.224.186.35.bc.googleusercontent.com,UDP
192.168.100.58,53297,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.58,25900,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
172.217.17.42,443,ams16s29-in-f42.1e100.net,192.168.100.58,59571,192.168.100.58,TCP
172.64.155.209,443,172.64.155.209,192.168.100.58,59478,192.168.100.58,TCP
192.168.100.1,53,192.168.100.1,192.168.100.58,34845,192.168.100.58,UDP
192.168.100.58,34845,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.1,53,192.168.100.1,192.168.100.58,61299,192.168.100.58,UDP
192.168.100.58,61299,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.58,15813,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.58,63089,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
65.1.97.76,443,ec2-65-1-97-76.ap-south-1.compute.amazonaws.com,192.168.100.58,59476,192.168.100.58,TCP
52.207.8.64,443,ec2-52-207-8-64.compute-1.amazonaws.com,192.168.100.58,59474,192.168.100.58,TCP
192.168.100.58,33164,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
172.217.19.4,443,zrh04s08-in-f4.1e100.net,192.168.100.58,59475,192.168.100.58,TCP
192.168.100.1,53,192.168.100.1,192.168.100.58,54670,192.168.100.58,UDP
192.168.100.58,9172,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.58,59584,192.168.100.58,104.16.102.112,443,104.16.102.112,TCP
192.168.100.1,53,192.168.100.1,192.168.100.58,18243,192.168.100.58,UDP
192.168.100.58,18243,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
35.167.233.38,443,ec2-35-167-233-38.us-west-2.compute.amazonaws.com,192.168.100.58,59473,192.168.100.58,TCP
192.168.100.58,59473,192.168.100.58,35.167.233.38,443,ec2-35-167-233-38.us-west-2.compute.amazonaws.com,TCP
104.22.14.220,443,104.22.14.220,192.168.100.58,59471,192.168.100.58,TCP
192.168.100.1,53,192.168.100.1,192.168.100.58,64890,192.168.100.58,UDP
192.168.100.58,52564,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.58,44975,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.58,56264,192.168.100.58,172.217.21.42,443,fjr01s02-in-f10.1e100.net,UDP
192.168.100.1,53,192.168.100.1,192.168.100.58,21745,192.168.100.58,UDP
192.168.100.58,22658,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.58,24999,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.58,59468,192.168.100.58,13.213.164.176,443,ec2-13-213-164-176.ap-southeast-1.compute.amazonaws.com,TCP
35.186.224.24,443,24.224.186.35.bc.googleusercontent.com,192.168.100.58,59467,192.168.100.58,TCP
35.186.224.24,443,24.224.186.35.bc.googleusercontent.com,192.168.100.58,54141,192.168.100.58,UDP
192.168.100.58,54141,192.168.100.58,35.186.224.24,443,24.224.186.35.bc.googleusercontent.com,UDP
192.168.100.1,53,192.168.100.1,192.168.100.58,55110,192.168.100.58,UDP
192.168.100.58,55110,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.58,63142,192.168.100.58,142.250.181.138,443,fjr04s09-in-f10.1e100.net,UDP
162.247.243.20,443,162.247.243.20,192.168.100.58,59466,192.168.100.58,TCP
192.168.100.58,59466,192.168.100.58,162.247.243.20,443,162.247.243.20,TCP
192.168.100.58,50256,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.58,50473,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.58,50427,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.1,53,192.168.100.1,192.168.100.58,53291,192.168.100.58,UDP
192.168.100.1,53,192.168.100.1,192.168.100.58,60622,192.168.100.58,UDP
192.168.100.58,60622,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
185.199.111.154,443,cdn-185-199-111-154.github.com,192.168.100.58,59644,192.168.100.58,TCP
17.253.60.71,443,sgsin3-edge-get-004.a.aaplimg.com,192.168.100.58,54601,192.168.100.58,UDP
192.168.100.58,54601,192.168.100.58,17.253.60.71,443,sgsin3-edge-get-004.a.aaplimg.com,UDP
54.236.104.103,443,ec2-54-236-104-103.compute-1.amazonaws.com,192.168.100.58,59465,192.168.100.58,TCP
13.213.164.176,443,ec2-13-213-164-176.ap-southeast-1.compute.amazonaws.com,192.168.100.58,59463,192.168.100.58,TCP
3.0.66.145,443,ec2-3-0-66-145.ap-southeast-1.compute.amazonaws.com,192.168.100.58,59464,192.168.100.58,TCP
192.168.100.58,59464,192.168.100.58,3.0.66.145,443,ec2-3-0-66-145.ap-southeast-1.compute.amazonaws.com,TCP
192.168.100.58,59463,192.168.100.58,13.213.164.176,443,ec2-13-213-164-176.ap-southeast-1.compute.amazonaws.com,TCP
192.168.100.1,53,192.168.100.1,192.168.100.58,59271,192.168.100.58,UDP
192.168.100.58,56350,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.58,51076,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.58,47940,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.58,36385,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.58,51991,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.58,59271,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.1,53,192.168.100.1,192.168.100.58,64692,192.168.100.58,UDP
192.168.100.58,64692,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
13.107.5.93,443,13.107.5.93,192.168.100.58,59462,192.168.100.58,TCP
13.107.5.93,443,13.107.5.93,192.168.100.58,59459,192.168.100.58,TCP
13.107.5.93,443,13.107.5.93,192.168.100.58,59457,192.168.100.58,TCP
192.168.100.58,62268,192.168.100.58,239.255.255.250,1900,239.255.255.250,UDP
13.107.5.93,443,13.107.5.93,192.168.100.58,59458,192.168.100.58,TCP
44.205.118.162,443,ec2-44-205-118-162.compute-1.amazonaws.com,192.168.100.58,59487,192.168.100.58,TCP
192.168.100.58,59462,192.168.100.58,13.107.5.93,443,13.107.5.93,TCP
192.168.100.58,59461,192.168.100.58,13.107.5.93,443,13.107.5.93,TCP
192.168.100.58,59459,192.168.100.58,13.107.5.93,443,13.107.5.93,TCP
192.168.100.58,59458,192.168.100.58,13.107.5.93,443,13.107.5.93,TCP
192.168.100.58,59457,192.168.100.58,13.107.5.93,443,13.107.5.93,TCP
13.107.5.93,443,13.107.5.93,192.168.100.58,59456,192.168.100.58,TCP
13.107.5.93,443,13.107.5.93,192.168.100.58,59455,192.168.100.58,TCP
192.168.100.58,59456,192.168.100.58,13.107.5.93,443,13.107.5.93,TCP
17.248.213.69,443,17.248.213.69,192.168.100.58,53411,192.168.100.58,TCP
192.168.100.1,53,192.168.100.1,192.168.100.58,64974,192.168.100.58,UDP
192.168.100.58,63983,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.58,64974,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
45.54.49.1,443,1.49.54.45.ptr.anycast.net,192.168.100.58,59536,192.168.100.58,TCP
192.168.100.58,57087,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.1,53,192.168.100.1,192.168.100.58,61813,192.168.100.58,UDP
172.217.21.42,443,fjr01s02-in-f10.1e100.net,192.168.100.58,59454,192.168.100.58,TCP
17.253.60.71,443,sgsin3-edge-get-004.a.aaplimg.com,192.168.100.58,59940,192.168.100.58,UDP
192.168.100.58,53277,192.168.100.58,142.250.181.142,443,fjr04s09-in-f14.1e100.net,UDP
192.168.100.58,61813,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
104.16.102.112,443,104.16.102.112,192.168.100.58,59584,192.168.100.58,TCP
